DATEPRD,oil_total,gas_total,water_total
2007-09-01,0,0,0
2007-09-02,0,0,0
2007-09-03,0,0,0
2007-09-04,0,0,0
2007-09-05,0,0,0
2007-09-06,0,0,0
2007-09-07,0,0,0
2007-09-08,0,0,0
2007-09-09,0,0,0
2007-09-10,0,0,0
2007-09-11,0,0,0
2007-09-12,0,0,0
2007-09-13,0,0,0
2007-09-14,0,0,0
2007-09-15,0,0,0
2007-09-16,0,0,0
2007-09-17,0,0,0
2007-09-18,0,0,0
2007-09-19,0,0,0
2007-09-20,0,0,0
2007-09-21,0,0,0
2007-09-22,0,0,0
2007-09-23,0,0,0
2007-09-24,0,0,0
2007-09-25,0,0,0
2007-09-26,0,0,0
2007-09-27,0,0,0
2007-09-28,0,0,0
2007-09-29,0,0,0
2007-09-30,0,0,0
2007-10-01,0,0,0
2007-10-02,0,0,0
2007-10-03,0,0,0
2007-10-04,0,0,0
2007-10-05,0,0,0
2007-10-06,0,0,0
2007-10-07,0,0,0
2007-10-08,0,0,0
2007-10-09,0,0,0
2007-10-10,0,0,0
2007-10-11,0,0,0
2007-10-12,0,0,0
2007-10-13,0,0,0
2007-10-14,0,0,0
2007-10-15,0,0,0
2007-10-16,0,0,0
2007-10-17,0,0,0
2007-10-18,0,0,0
2007-10-19,0,0,0
2007-10-20,0,0,0
2007-10-21,0,0,0
2007-10-22,0,0,0
2007-10-23,0,0,0
2007-10-24,0,0,0
2007-10-25,0,0,0
2007-10-26,0,0,0
2007-10-27,0,0,0
2007-10-28,0,0,0
2007-10-29,0,0,0
2007-10-30,0,0,0
2007-10-31,0,0,0
2007-11-01,0,0,0
2007-11-02,0,0,0
2007-11-03,0,0,0
2007-11-04,0,0,0
2007-11-05,0,0,0
2007-11-06,0,0,0
2007-11-07,0,0,0
2007-11-08,0,0,0
2007-11-09,0,0,0
2007-11-10,0,0,0
2007-11-11,0,0,0
2007-11-12,0,0,0
2007-11-13,0,0,0
2007-11-14,0,0,0
2007-11-15,0,0,0
2007-11-16,0,0,0
2007-11-17,0,0,0
2007-11-18,0,0,0
2007-11-19,0,0,0
2007-11-20,0,0,0
2007-11-21,0,0,0
2007-11-22,0,0,0
2007-11-23,0,0,0
2007-11-24,0,0,0
2007-11-25,0,0,0
2007-11-26,0,0,0
2007-11-27,0,0,0
2007-11-28,0,0,0
2007-11-29,0,0,0
2007-11-30,0,0,0
2007-12-01,0,0,0
2007-12-02,0,0,0
2007-12-03,0,0,0
2007-12-04,0,0,0
2007-12-05,0,0,0
2007-12-06,0,0,0
2007-12-07,0,0,0
2007-12-08,0,0,0
2007-12-09,0,0,0
2007-12-10,0,0,0
2007-12-11,0,0,0
2007-12-12,0,0,0
2007-12-13,0,0,0
2007-12-14,0,0,0
2007-12-15,0,0,0
2007-12-16,0,0,0
2007-12-17,0,0,0
2007-12-18,0,0,0
2007-12-19,0,0,0
2007-12-20,0,0,0
2007-12-21,0,0,0
2007-12-22,0,0,0
2007-12-23,0,0,0
2007-12-24,0,0,0
2007-12-25,0,0,0
2007-12-26,0,0,0
2007-12-27,0,0,0
2007-12-28,0,0,0
2007-12-29,0,0,0
2007-12-30,0,0,0
2007-12-31,0,0,0
2008-01-01,0,0,0
2008-01-02,0,0,0
2008-01-03,0,0,0
2008-01-04,0,0,0
2008-01-05,0,0,0
2008-01-06,0,0,0
2008-01-07,0,0,0
2008-01-08,0,0,0
2008-01-09,0,0,0
2008-01-10,0,0,0
2008-01-11,0,0,0
2008-01-12,0,0,0
2008-01-13,0,0,0
2008-01-14,0,0,0
2008-01-15,0,0,0
2008-01-16,0,0,0
2008-01-17,0,0,0
2008-01-18,0,0,0
2008-01-19,0,0,0
2008-01-20,0,0,0
2008-01-21,0,0,0
2008-01-22,0,0,0
2008-01-23,0,0,0
2008-01-24,0,0,0
2008-01-25,0,0,0
2008-01-26,0,0,0
2008-01-27,0,0,0
2008-01-28,0,0,0
2008-01-29,0,0,0
2008-01-30,0,0,0
2008-01-31,0,0,0
2008-02-01,0,0,0
2008-02-02,0,0,0
2008-02-03,0,0,0
2008-02-04,0,0,0
2008-02-05,0,0,0
2008-02-06,0,0,0
2008-02-07,0,0,0
2008-02-08,0,0,0
2008-02-09,0,0,0
2008-02-10,0,0,0
2008-02-11,0,0,0
2008-02-12,284.65,38888.67,385.01
2008-02-13,1869.7,285246.16,7.13
2008-02-14,3124.09,509954.88,1.16
2008-02-15,2608.28,383426.67,0.97
2008-02-16,3051.8,418474,4.89
2008-02-17,2982.63,422763,1.85
2008-02-18,2980.52,413831,6.48
2008-02-19,3046.19,429218,0.73
2008-02-20,3057.18,442982.75,0.46
2008-02-21,3030.33,423809.16,0.45
2008-02-22,2907.56,397808,0.44
2008-02-23,1851.72,252078,0.28
2008-02-24,3126.7,442808,0.47
2008-02-25,3045.54,439178,0.46
2008-02-26,3046.54,446905,0.46
2008-02-27,3035.54,445616,0.46
2008-02-28,2971.55,424674,0.45
2008-02-29,3070.54,450348,0.46
2008-03-01,3068.48,447584.12,0.46
2008-03-02,3066.54,446144,0.46
2008-03-03,3043.54,443726,0.46
2008-03-04,2983.19,430246.72,0.45
2008-03-05,2967.05,437688.2,0.45
2008-03-06,2950.88,432727,1.74
2008-03-07,2656.62,391264.6,1.57
2008-03-08,2578.48,365769,1.52
2008-03-09,2996.83,427791,1.77
2008-03-10,3021.4,440679,0.6
2008-03-11,3010.4,450972,0.6
2008-03-12,2794.44,418887,0.56
2008-03-13,3058.89,458524,0.61
2008-03-14,2964.81,428015,0.59
2008-03-15,3131.37,454137,0.63
2008-03-16,3135.37,454798,0.63
2008-03-17,3143.37,470240,0.63
2008-03-18,3132.37,425284.44,0.63
2008-03-19,3139.62,454093.33,0.63
2008-03-20,3156.67,467465.72,0.63
2008-03-21,3192.14,458447.4,0.64
2008-03-22,3172.12,458028.49,0.63
2008-03-23,3160.26,466335.26,0.63
2008-03-24,3153.35,468479.65,0.63
2008-03-25,3130.58,406562.1,0.63
2008-03-26,960.26,113341.21,1.64
2008-03-27,0,0,0
2008-03-28,73.44,48936.44,0.13
2008-03-29,3137.26,509074.88,3.39
2008-03-30,1430.95,137396.4,1.55
2008-03-31,1950.58,378532.95,1.93
2008-04-01,3060.6,457837.18,2.82
2008-04-02,3053.67,461808.99,2.81
2008-04-03,3103.12,372985.57,2.86
2008-04-04,3110.68,463717.13,2.86
2008-04-05,3303.3,463529.9,3.04
2008-04-06,3028.41,440906.09,153.36
2008-04-07,2998.8,452369.44,151.86
2008-04-08,3054.12,451030.48,4.34
2008-04-09,3025.8,463595.31,4.91
2008-04-10,3003.22,468712,4.09
2008-04-11,3015.97,458936.65,10.44
2008-04-12,1615.37,242280.01,2.91
2008-04-13,429.77,65731.44,1.73
2008-04-14,2578.63,413142.56,3.62
2008-04-15,2494.26,400308.2,3.5
2008-04-16,2847.56,462314.88,3.99
2008-04-17,1120.57,184080.6,1.1
2008-04-18,2448.14,372536.86,2.4
2008-04-19,2513.65,383126.44,2.47
2008-04-20,2752.75,418498.59,2.7
2008-04-21,2752.3,426345.05,2.7
2008-04-22,2737.24,422378.97,2.31
2008-04-23,2735.53,422115.01,-14.19
2008-04-24,2730.33,474459.4,93.87
2008-04-25,2727.65,480456.7,4.22
2008-04-26,2747.01,481822.53,3.81
2008-04-27,1985.59,350826.25,2.76
2008-04-28,0,0,0
2008-04-29,546.58,90823.83,4.76
2008-04-30,3011.83,459764.68,14
2008-05-01,3167.59,471209.85,3.44
2008-05-02,3163.92,486368.03,4.43
2008-05-03,3173.19,474305.4,4.44
2008-05-04,3188.85,493120,4.44
2008-05-05,3186.96,491322.97,4.42
2008-05-06,3176.89,489872.38,4.42
2008-05-07,3171.32,489343.07,4.29
2008-05-08,3170.85,488607.46,4.76
2008-05-09,3188.02,489393.88,0.01
2008-05-10,3415.68,524276.14,6.39
2008-05-11,3701.51,567340.44,7.22
2008-05-12,4002.28,612762.21,7.62
2008-05-13,4253.12,648380.88,8.22
2008-05-14,4279.91,651572.53,8.29
2008-05-15,4439.62,671084.55,8.59
2008-05-16,4582.9,696343.43,8.86
2008-05-17,4677.42,709992.17,9.04
2008-05-18,4688.63,711699.89,9.07
2008-05-19,4687.74,714081.05,9.06
2008-05-20,4885.56,741919.56,9.45
2008-05-21,5013.12,759588.91,9.69
2008-05-22,5017.55,760577.09,7.7
2008-05-23,5019.23,760297.25,19.71
2008-05-24,5034.28,762332.85,8019.72
2008-05-25,5045.72,764673.62,8019.74
2008-05-26,5053.01,766791.37,19.77
2008-05-27,5065.87,767889.19,29.8
2008-05-28,5072.27,767413.36,10.01
2008-05-29,5086.33,770161.99,10.04
2008-05-30,3869.22,589150,7.48
2008-05-31,0,0,0
2008-06-01,22.94,11729.2,0.04
2008-06-02,4019.51,603534.04,7.77
2008-06-03,4999.75,755898.39,9.67
2008-06-04,5067.01,764495.52,9.8
2008-06-05,5040.47,768018.95,9.75
2008-06-06,5058.13,763388.73,9.78
2008-06-07,5057.56,761308.55,184.78
2008-06-08,5070.12,761089.16,9.8
2008-06-09,5081.36,762129.8,14.83
2008-06-10,5081.78,761130.49,9.83
2008-06-11,5087.06,760260.45,9.84
2008-06-12,5060.12,757005.32,9.78
2008-06-13,5032.29,754387.87,9.73
2008-06-14,4332.16,651120.47,8.28
2008-06-15,5087.53,763089.71,9.84
2008-06-16,5102.25,764342.55,10
2008-06-17,5102.84,756365.89,9.88
2008-06-18,5135.06,765784.34,7.17
2008-06-19,5140.62,766175.86,8.75
2008-06-20,4721.66,702550.38,9.53
2008-06-21,5037.62,750094,15.16
2008-06-22,5147.1,769091.42,11.35
2008-06-23,5114.6,765622.03,10.25
2008-06-24,5123.74,766123.1,11.81
2008-06-25,5135.48,767514.63,11.77
2008-06-26,4232.54,639125.35,9.76
2008-06-27,5126.41,762147.27,11.8
2008-06-28,5075.74,711222.19,11.7
2008-06-29,5121.12,768245.7,11.82
2008-06-30,4372.28,659342.57,10.1
2008-07-01,3980.51,599295.69,9.18
2008-07-02,5114.67,766478.4,0.79
2008-07-03,5083.67,762466.05,15.17
2008-07-04,5080.84,761637.18,4.51
2008-07-05,5086.26,761985.49,11.73
2008-07-06,5087.7,762728.95,15.73
2008-07-07,5094.92,764020.22,12.75
2008-07-08,5095.75,764104.54,36.05
2008-07-09,5094.03,762917.06,11.74
2008-07-10,4621.52,691133.54,10.65
2008-07-11,2855.54,426766.13,6.58
2008-07-12,686.84,151768.25,1.58
2008-07-13,5904.64,858289.13,13.61
2008-07-14,4411.16,662383.83,10.170000000000002
2008-07-15,6836.92,1009216.13,15.76
2008-07-16,6557.63,969003.9,19.76
2008-07-17,6629.63,956946.01,15.280000000000001
2008-07-18,5995.91,885046,23.82
2008-07-19,5950.66,902696.03,13.72
2008-07-20,5977.040000000001,875387.74,13.77
2008-07-21,5925.65,868833.02,13.66
2008-07-22,5884.08,864433,13.96
2008-07-23,5894.47,866873.5700000001,13.71
2008-07-24,5911.48,884414.1499999999,13.7
2008-07-25,5926.969999999999,863048.79,13.78
2008-07-26,5904.41,866618.47,13.68
2008-07-27,5909.64,865453.0800000001,13.59
2008-07-28,5905.84,866166.69,13.559999999999999
2008-07-29,6016.82,881439.29,19.880000000000003
2008-07-30,5987.7,874781.64,13.8
2008-07-31,5866.79,858970.88,10.52
2008-08-01,6095.34,894413.88,9.77
2008-08-02,6089.46,894571.3400000001,8.54
2008-08-03,6104.92,894381.3,9.17
2008-08-04,6112.610000000001,893295.27,9.18
2008-08-05,6134.42,895492.6200000001,9.219999999999999
2008-08-06,1831.1799999999998,269325.75,2.75
2008-08-07,0,0,0
2008-08-08,1533.2,210148.12,2.3
2008-08-09,7881.25,1085545.73,11.71
2008-08-10,8498.16,1178432.52,12.85
2008-08-11,8530.49,1182739.74,12.780000000000001
2008-08-12,8544.81,1191856.78,12.84
2008-08-13,8390.12,1170766.2799999998,16.04
2008-08-14,8029.870000000001,1201309.83,50.49
2008-08-15,8102.120000000001,1212947.81,86.39
2008-08-16,9058.32,1321742.04,79.11
2008-08-17,9166.8,1339211.4,90.81
2008-08-18,9040.37,1364086.03,30.490000000000002
2008-08-19,9034.9,1362190.95,16.73
2008-08-20,9013.53,1318397.29,17.15
2008-08-21,7361.25,1071124.8900000001,14.010000000000002
2008-08-22,2049.86,290174.27,3.9
2008-08-23,2059.29,291279.7,3.82
2008-08-24,2080.27,294693.68,3.96
2008-08-25,2089.77,293955.38,3.98
2008-08-26,2093.46,293973.81,3.97
2008-08-27,2084.4,295564.57,40.33
2008-08-28,2086.63,305319.46,4.1
2008-08-29,2189.55,318561.33,4.46
2008-08-30,2058.63,297315.78,1.82
2008-08-31,2098.6800000000003,290723.03,4.04
2008-09-01,2029.12,284059.33,2.17
2008-09-02,2182.67,304456.81,1.28
2008-09-03,2164.78,298774.41,0.8
2008-09-04,2186.74,302139.38,0.86
2008-09-05,2230.26,305847.41,0.81
2008-09-06,2202.77,304384.42,1.1400000000000001
2008-09-07,2173.11,304483.02,0.83
2008-09-08,2229.99,307759.23,1.58
2008-09-09,2272.65,194403.17,1.11
2008-09-10,5560.12,814062.6200000001,7.21
2008-09-11,8881.31,1292872.37,15.07
2008-09-12,8525.45,1255717.78,14.49
2008-09-13,8983.18,1314724.31,11.74
2008-09-14,9000.2,1314399.1400000001,13.5
2008-09-15,9017.02,1314724.26,13.55
2008-09-16,8987.73,1306719.9100000001,13.440000000000001
2008-09-17,8941.029999999999,1294365.06,12.53
2008-09-18,6452.68,933337.9099999999,28.22
2008-09-19,6720.790000000001,972375.94,8.92
2008-09-20,8959.279999999999,1280589.99,9.530000000000001
2008-09-21,7379.33,1050686.8399999999,10.35
2008-09-22,7536.27,1074777.48,31.03
2008-09-23,8943.720000000001,1273977.65,35.04
2008-09-24,8965.900000000001,1271850.29,12.58
2008-09-25,8270.09,1242907.97,34.839999999999996
2008-09-26,9029.43,1281219.18,48.98
2008-09-27,8076.9000000000005,1161930.18,74.97
2008-09-28,8527.869999999999,1217835.04,31.16
2008-09-29,8923.17,1263375.78,16.68
2008-09-30,6909.65,987702.28,9.71
2008-10-01,8926.72,1266796.32,12.45
2008-10-02,8889.39,1260856.13,12.510000000000002
2008-10-03,8875.8,1258333.44,12.37
2008-10-04,7418.12,1084777.3599999999,10.4
2008-10-05,8796.73,1244869.02,12.27
2008-10-06,5612.18,780067.5800000001,7.87
2008-10-07,6948.780000000001,986721.37,19.240000000000002
2008-10-08,6927.84,985244.05,26.28
2008-10-09,6915.68,982081.3300000001,35.36
2008-10-10,6927.030000000001,985869.24,21.619999999999997
2008-10-11,6971.63,993954.17,36.94
2008-10-12,7020.05,995032.79,30.990000000000002
2008-10-13,7036.65,994838.9099999999,27.169999999999998
2008-10-14,7040.04,994539.78,13.2
2008-10-15,7012.66,993880.26,27.049999999999997
2008-10-16,7019.37,994225.5700000001,27.06
2008-10-17,7038.43,994505.6299999999,27.1
2008-10-18,7273.950000000001,1036898.8899999999,28.01
2008-10-19,7154.29,1008634.04,27.61
2008-10-20,7093.38,1005985.75,27.310000000000002
2008-10-21,7088.77,1003192.2,12.78
2008-10-22,8034.56,1148975.24,40.419999999999995
2008-10-23,8016.0599999999995,1143901.1800000002,26.54
2008-10-24,8101.91,1160574.69,34.97
2008-10-25,8158.33,1166808.31,12.26
2008-10-26,8445.8,1205208.09,14.379999999999999
2008-10-27,8051.48,1169761.0899999999,25.04
2008-10-28,8851.49,1267733.3399999999,28.77
2008-10-29,7616.200000000001,1093772.92,25.400000000000002
2008-10-30,8932.25,1273208.2,24.07
2008-10-31,8978.72,1276453.3800000001,37.86
2008-11-01,7403.67,1043250.47,38.14
2008-11-02,8174.98,1163464.75,30.26
2008-11-03,8414.58,1227498.34,33.45
2008-11-04,8585.24,1236697.9500000002,21.04
2008-11-05,8646.34,1223843.17,33.77
2008-11-06,8607.289999999999,1234206.93,40.69
2008-11-07,8446.86,1198268.57,45.38
2008-11-08,8496.11,1207030.6199999999,40.82
2008-11-09,8616.63,1222925.9100000001,44.4
2008-11-10,8524.09,1211402.1600000001,37.839999999999996
2008-11-11,8569.59,1216693.15,13.18
2008-11-12,8547.130000000001,1218646.73,45.22
2008-11-13,8583.789999999999,1220748.93,16.19
2008-11-14,8605.08,1223789.57,13.96
2008-11-15,8605.81,1224616.6199999999,12.65
2008-11-16,8583.2,1222801.29,13.790000000000001
2008-11-17,8603.35,1225514.05,12.9
2008-11-18,8556.029999999999,1221311.03,9.559999999999999
2008-11-19,8686.24,1238520.1199999999,20.96
2008-11-20,8606.15,1227744.92,13.83
2008-11-21,6977.95,992277.54,804.3299999999999
2008-11-22,8614.5,1234776.18,732
2008-11-23,8066.139999999999,1148452.4,100.84
2008-11-24,8349.3,1201849.71,68.94
2008-11-25,8723.57,1252690.13,184.61999999999998
2008-11-26,8999.34,1293432.19,22.45
2008-11-27,9033.67,1304056.0699999998,54.379999999999995
2008-11-28,4677.83,642783.2,7.640000000000001
2008-11-29,7954.08,1158212.1099999999,50.57
2008-11-30,9066.630000000001,1305637.46,16.4
2008-12-01,8428.7,1221533.42,20.450000000000003
2008-12-02,8480.07,1227395.95,42.120000000000005
2008-12-03,8958.380000000001,1295682.1800000002,40.89
2008-12-04,9005.83,1298682.21,36.86000000000001
2008-12-05,8839.03,1271295.67,41.13
2008-12-06,8955.42,1293013.85,40.61
2008-12-07,9010.41,1303787.81,35.06
2008-12-08,8894,1213539.53,40.6
2008-12-09,8964.91,1240496.3900000001,15.05
2008-12-10,8971.779999999999,1300753.04,14.040000000000001
2008-12-11,8652.460000000001,1249577.32,17.81
2008-12-12,8919.7,1289876.0899999999,24.23
2008-12-13,8994.5,1295515.33,16.67
2008-12-14,9022.869999999999,1303936.8399999999,52.79
2008-12-15,8947.02,1307167.81,15.09
2008-12-16,8905.85,1305826.8399999999,52.47
2008-12-17,8887.08,1302197.7,66.61
2008-12-18,8999.55,1315346.65,59.31
2008-12-19,8995.7,1315692.4300000002,71.38000000000001
2008-12-20,8941.88,1310079.43,71.46
2008-12-21,8964.73,1305777.19,68.91
2008-12-22,8976.17,1306550.45,71.83
2008-12-23,8986.32,1306798.65,14.58
2008-12-24,9002.34,1308788.6600000001,15.24
2008-12-25,8976.36,1306721.99,15.15
2008-12-26,8996.689999999999,1308522.56,21.130000000000003
2008-12-27,8993.11,1312501.58,22.93
2008-12-28,8989.939999999999,1311256.28,15.77
2008-12-29,8983.3,1309810.7,15.66
2008-12-30,8978.630000000001,1309588.58,18.48
2008-12-31,9016.220000000001,1314902.06,15.540000000000001
2009-01-01,9035.2,1314317.52,43.13
2009-01-02,8919.529999999999,1294961.17,14.16
2009-01-03,7943.950000000001,1159584.41,91.7
2009-01-04,8937.66,1294375.16,13.78
2009-01-05,9124.84,1321530.08,27.55
2009-01-06,7321.55,1067297.22,28.110000000000003
2009-01-07,8931.779999999999,1325814.12,27.080000000000002
2009-01-08,8955.86,1291566.4,16.11
2009-01-09,8271.23,1188110.75,14.91
2009-01-10,9129.23,1312968.01,16.59
2009-01-11,9076.89,1305950.34,16.36
2009-01-12,9080.56,1305200.76,16.45
2009-01-13,9030.8,1292639.51,46.99
2009-01-14,9095.29,1301665.32,39.28
2009-01-15,8975.52,1290969.52,48.44
2009-01-16,8980.560000000001,1290501.75,59.33
2009-01-17,8621.14,1261787.67,27.68
2009-01-18,8932.52,1286867.63,43.97
2009-01-19,9047.36,1299201.2,17.76
2009-01-20,8933.4,1284841.87,11.93
2009-01-21,8286.18,1193304.48,27.72
2009-01-22,8347.5,1287503.1,57.89
2009-01-23,8978.42,1289622.31,18.03
2009-01-24,8933.05,1304108.01,25.32
2009-01-25,9014.43,1292064.25,26.16
2009-01-26,8948.05,1285999.8,52.77
2009-01-27,8951.65,1286541.1,57.91
2009-01-28,7453.969999999999,1081746.77,38.57
2009-01-29,6145.68,906000.97,88.51
2009-01-30,8933.740000000002,1279144.06,298.19
2009-01-31,8912.279999999999,1277494.0899999999,55.17
2009-02-01,7491.49,1084688.53,43.92
2009-02-02,8936.42,1277883.62,64.06
2009-02-03,8959.05,1279069.44,69.52
2009-02-04,5822.070000000001,856299.57,53.31
2009-02-05,8905.529999999999,1271593.37,81.55
2009-02-06,8932.07,1281981.81,81.78
2009-02-07,7239.41,1036337.86,66.28
2009-02-08,8859.29,1260952.75,71.29
2009-02-09,7982.59,1139024.69,85.72
2009-02-10,8809.34,1316313.51,68.04
2009-02-11,8811.279999999999,1266015.49,143.54
2009-02-12,8938.779999999999,1272075.03,74.24
2009-02-13,7518.57,1066410.1300000001,91.37
2009-02-14,8949.39,1263510.98,80.78
2009-02-15,8715.07,1239957.3599999999,88.04
2009-02-16,7964.6,1130232.25,84.73
2009-02-17,9006.32,1281580.25,95.76
2009-02-18,8951.17,1271066.58,91.87
2009-02-19,8952.55,1268740.8199999998,81.64
2009-02-20,8948.71,1267665.15,108.74
2009-02-21,6782,967881.49,75.56
2009-02-22,8854.91,1256601.9,106.6
2009-02-23,8916.14,1262472.8399999999,117.37
2009-02-24,8854.67,1262870.22,90.87
2009-02-25,7262.84,1037558.75,118.99
2009-02-26,8833.849999999999,1258769.49,134.19
2009-02-27,8736.57,1248555.01,152.76
2009-02-28,8851.31,1255320.0899999999,106.72
2009-03-01,8845.369999999999,1264123.77,155.97
2009-03-02,8973.720000000001,1277471.82,163.39
2009-03-03,8977.42,1274664.12,-0.95
2009-03-04,8896.03,1261743.18,63.56
2009-03-05,4415.02,629001.25,18.19
2009-03-06,7354.049999999999,1051569.83,90.06
2009-03-07,5569.5599999999995,798357.23,104.01
2009-03-08,4990.38,716314.08,0
2009-03-09,4306.77,623624.8200000001,0
2009-03-10,7316.879999999999,1019428.75,91.12
2009-03-11,6599.37,921296.85,174.74
2009-03-12,8219.439999999999,1149010.02,78.12
2009-03-13,5189.360000000001,746772.8,63.53
2009-03-14,4690.25,639509.9,54.58
2009-03-15,5833.93,803055.1100000001,48.32
2009-03-16,6944.23,953592.55,77.99
2009-03-17,5634.32,778638.78,48.7
2009-03-18,7996.17,1120179.79,23.96
2009-03-19,8298.32,1161626.8399999999,34.22
2009-03-20,8757.14,1221857.9,37.01
2009-03-21,8868.48,1239379.82,37.07
2009-03-22,8871.369999999999,1237965.17,34.73
2009-03-23,8908.46,1221510.68,33.39
2009-03-24,8732.94,1218897.5,207.66
2009-03-25,1229.54,175285.45,7.34
2009-03-26,0,0,0
2009-03-27,0,0,0
2009-03-28,0,0,0
2009-03-29,0,0,0
2009-03-30,611.73,73801.33,0
2009-03-31,8572.9,1247330.87,31.46
2009-04-01,8803.83,1245080.94,32.39
2009-04-02,8976.69,1256243.37,33
2009-04-03,8945.14,1261919.56,37.78
2009-04-04,8763.88,1238840.25,39.67
2009-04-05,8409.72,1187688.5,33.73
2009-04-06,5544.62,807878.22,22.28
2009-04-07,5677.96,824316.37,54.68
2009-04-08,8046.68,1114794.81,124.94
2009-04-09,7332.379999999999,1020179.05,68.19
2009-04-10,5656.03,802954.13,51.379999999999995
2009-04-11,5595.21,796029.24,79.47
2009-04-12,7441.17,1031627.74,82.48
2009-04-13,8926.2,1225250.38,105.16
2009-04-14,8973.32,1226213.19,36.019999999999996
2009-04-15,5968.2300000000005,878357.3799999999,22.25
2009-04-16,7565,1040397.33,31.07
2009-04-17,8856.54,1199331.1400000001,34.730000000000004
2009-04-18,6689.1500000000005,922746.8699999999,24.39
2009-04-19,5831.03,813290.28,20.299999999999997
2009-04-20,8896.55,1203397.93,33.21
2009-04-21,8919.869999999999,1202474.25,35.559999999999995
2009-04-22,6887.030000000001,950658.1399999999,99.86
2009-04-23,8827.29,1193655.55,36.76
2009-04-24,8882.21,1196691.69,40.19
2009-04-25,8903.630000000001,1202000.12,43.11
2009-04-26,8959.39,1203969.02,38.83
2009-04-27,8925.5,1203232.3900000001,50.5
2009-04-28,8904.61,1201377.27,100.48
2009-04-29,8894.689999999999,1202361.25,40.17
2009-04-30,8896.19,1204807.63,40.18
2009-05-01,8942.2,1206327.6400000001,37.71
2009-05-02,8880.89,1201548.72,32.14
2009-05-03,8893.869999999999,1203928.05,40.2
2009-05-04,851.35,106156.78,3.2300000000000004
2009-05-05,0,0,0
2009-05-06,6858.41,930326.1799999999,26.049999999999997
2009-05-07,8149.67,1160506.83,187.55999999999997
2009-05-08,8896.83,1198832.65,153.91
2009-05-09,8736.93,1199188.07,146.47
2009-05-10,9043.5,1226021.44,37.12
2009-05-11,9052.66,1227821.13,40.040000000000006
2009-05-12,9010.29,1227323.13,44.35
2009-05-13,8882.49,1215183.33,31.57
2009-05-14,8923.560000000001,1222293.45,220.51
2009-05-15,8967.02,1232193.93,178.59
2009-05-16,8979.16,1237057.33,220.75
2009-05-17,8989.4,1240037.77,220.92000000000002
2009-05-18,8986.15,1241427.95,243.70999999999998
2009-05-19,8980.67,1242186.08,249.92
2009-05-20,8983.47,1241330.44,287.56
2009-05-21,9025.54,1243458.04,296.17
2009-05-22,9100.369999999999,1249669.8900000001,329.01
2009-05-23,8919.57,1223871.17,324.33000000000004
2009-05-24,8900.11,1221090.76,349.73
2009-05-25,8881.49,1221091.06,346.76
2009-05-26,8936.39,1227033.08,367.01
2009-05-27,8954.380000000001,1229945.48,390.28
2009-05-28,8963.86,1232525.6600000001,433.24
2009-05-29,8750.73,1250572.39,396.99
2009-05-30,8903.35,1227761.44,456.62
2009-05-31,8869.74,1224692.3900000001,454.09000000000003
2009-06-01,8911.619999999999,1231628.68,460.70000000000005
2009-06-02,8911.74,1229512.49,213.51
2009-06-03,8883.289999999999,1213404.53,337.54999999999995
2009-06-04,8861.66,1207860.65,165.5
2009-06-05,8890.710000000001,1214378.37,125.87
2009-06-06,6593.66,899236.96,150.17
2009-06-07,8704.6,1163719.1099999999,274.48
2009-06-08,8920.2,1197410.27,169.46
2009-06-09,8801.2,1193800.31,29.11
2009-06-10,8798.310000000001,1187267.73,29.11
2009-06-11,7326.530000000001,990140.03,25.68
2009-06-12,8763.3,1180845.55,30.849999999999998
2009-06-13,7310.52,996792.44,25.72
2009-06-14,6429.04,865589.81,22.63
2009-06-15,6719.88,918585.9299999999,23.62
2009-06-16,8408.09,1141799.38,428.74
2009-06-17,8565,1151129.6,499.21000000000004
2009-06-18,8531.79,1168764.77,620.77
2009-06-19,8614.49,1187637.57,537.39
2009-06-20,8868.25,1220110.5099999998,471.78999999999996
2009-06-21,6199.38,855169.45,371.34
2009-06-22,6119.05,847638.19,363.81
2009-06-23,6201.35,858386.33,429.93999999999994
2009-06-24,6211.48,859148.55,378.13
2009-06-25,5688.24,784675.3200000001,328.92
2009-06-26,4718.4,656652.6799999999,248.87
2009-06-27,4502.19,625576.72,412.6
2009-06-28,4479.17,621680.75,373.92
2009-06-29,4579.639999999999,631384.13,353.86
2009-06-30,4570.96,629429.95,486.55999999999995
2009-07-01,4562.8,629847.7,499.4
2009-07-02,4536.71,625695.89,497.6
2009-07-03,4518.6,622362.19,495.13
2009-07-04,4503.57,618802.54,499.06
2009-07-05,4496.860000000001,619410.11,491.55
2009-07-06,5593.780000000001,780088.98,182.51999999999998
2009-07-07,5593.8099999999995,777929.8400000001,228.66
2009-07-08,5483.58,767360.05,160.17000000000002
2009-07-09,5483.97,767824.01,154.01999999999998
2009-07-10,5457.41,763978.17,160.29
2009-07-11,5488.15,766959.16,159.64
2009-07-12,5513.41,772154.11,162.98000000000002
2009-07-13,5632.67,783658.8200000001,168.58
2009-07-14,5572.91,776197.77,167.32
2009-07-15,5482.05,763097.5,164.92
2009-07-16,5467.56,758666.37,153.20999999999998
2009-07-17,5483.030000000001,769955.5800000001,129.72
2009-07-18,5394.1,618908.99,172.23
2009-07-19,4533.52,624194.95,209.82
2009-07-20,5668.92,791876.44,487.77
2009-07-21,6087.700000000001,857383.66,471.32
2009-07-22,6095.08,861504.03,396.04999999999995
