DATEPRD,oil_total,gas_total,water_total
2015-05-14,2719.02,394284.1,4809.99
2015-05-15,2721.5299999999997,393833.23,4793.22
2015-05-16,2714.14,391540.38,4777.81
2015-05-17,2690.91,389604,4764.0199999999995
2015-05-18,2681.89,390627.47000000003,4761.29
2015-05-19,2689.94,389071.02,4749.16
2015-05-20,2679.06,386840.48000000004,4735.78
2015-05-21,2638.79,385853.8,4796.9800000000005
2015-05-22,2749.8399999999997,401484.77,5480.88
2015-05-23,2975.6600000000003,450983.25,5543.76
2015-05-24,3186.3599999999997,467721.74,6245.63
2015-05-25,2999.2400000000002,441421,5817.21
2015-05-26,2928.54,430440.61,5715.910000000001
2015-05-27,2814.7400000000002,412174.61,5583.68
2015-05-28,2576.2,379754.34,5474.24
2015-05-29,2558.7400000000002,376352.4,5146.41
2015-05-30,2540.96,375021.02,5338.88
2015-05-31,2540.98,376214.77,4852.88
2015-06-01,2588.06,385582,5316
2015-06-02,2622.18,391798.24,5374.3
2015-06-03,2599.09,385945.66,5291.67
2015-06-04,2600.34,384527.62,5133.34
2015-06-05,2626.23,382657.31,4969.48
2015-06-06,2611.03,380247.7,4967.25
2015-06-07,2015.33,301519.66,4156.79
2015-06-08,2619.71,381052.1,4983.66
2015-06-09,2635.96,383019.27,4947.780000000001
2015-06-10,2655.67,385591.54,4998.9800000000005
2015-06-11,2726.42,396787.63,5894.08
2015-06-12,2859.83,417255,6315.82
2015-06-13,2870.25,413850.4,6003.0199999999995
2015-06-14,2813.19,409457.34,5995.31
2015-06-15,2826.02,409548,5820.04
2015-06-16,2804.86,406244.75,5794.59
2015-06-17,2759.07,403483.23,5764.5199999999995
2015-06-18,2767.84,402668.13,5660.22
2015-06-19,2747.21,407727,5543.8
2015-06-20,2789.99,412810.99,5694.929999999999
2015-06-21,2768.87,412468.92,5792.04
2015-06-22,2822.06,417423.48,5871.77
2015-06-23,2944.26,435541.42000000004,6150.97
2015-06-24,3049.28,448925.16,6291.96
2015-06-25,3038.21,447399,6313.23
2015-06-26,3078.13,450437.29000000004,6365.02
2015-06-27,3090.54,451443.34,6420.8099999999995
2015-06-28,2966.31,433696.32,6421.43
2015-06-29,3228.66,464070.9,6452.86
2015-06-30,3323.03,473795.43,6295.96
2015-07-01,2671.2400000000002,395178.08,5817.05
2015-07-02,2663.72,393253.06,5831.14
2015-07-03,2649.74,390256.98000000004,5830.51
2015-07-04,2611.5,383807.54,5748.48
2015-07-05,2593.75,381904.21,5573
2015-07-06,2566.77,377584.24,5573.81
2015-07-07,2557.98,374684.77,5718.54
2015-07-08,2527.09,372323.01,5334.08
2015-07-09,2510.75,368637.2,5139.79
2015-07-10,2485.15,364373.07,5151.2300000000005
2015-07-11,2442.38,362228,5082.28
2015-07-12,2432.08,357714.24,5060.8499999999995
2015-07-13,2389.92,352411.22,5329.47
2015-07-14,2368.92,349350.74,5285.22
2015-07-15,2336.87,345243.26,5183.39
2015-07-16,2307.49,340888.64,5161.33
2015-07-17,2296.9700000000003,339505.81,5161.41
2015-07-18,2214.1,330985.29000000004,5498.55
2015-07-19,2131.42,319865.42000000004,5553.76
2015-07-20,2116.03,316573.11,5512.63
2015-07-21,2132.18,319993.86,5543.96
2015-07-22,2260.81,343808.3,6749.24
2015-07-23,2317.76,350239,6889.68
2015-07-24,2394.12,360575.53,6719.27
2015-07-25,2328.4,350817.11,6300.62
2015-07-26,2331.76,350229.22,6276.75
2015-07-27,2311.97,347321.17,6224.06
2015-07-28,2272.74,343532.47000000003,6157.82
2015-07-29,2217.24,334305.31,5727.79
2015-07-30,2262.09,339172.63999999996,6149.860000000001
2015-07-31,2292.31,343174.82,6254.4400000000005
2015-08-01,2365.33,353424.98,6362.9
2015-08-02,2331.86,347001.57999999996,6254.11
2015-08-03,2376.54,356862.17,6358.59
2015-08-04,2443.6,367930.46,6387.200000000001
2015-08-05,2738.75,403020.26,6670.1
2015-08-06,2556.88,380256.57999999996,6424.0599999999995
2015-08-07,2000.29,305441.59,5648.7300000000005
2015-08-08,1913.67,296786.3,5550.1
2015-08-09,1932.4099999999999,296106.42,5544.54
2015-08-10,1920.3,294402.79000000004,5543.43
2015-08-11,1889.76,293039.27,5268.6500000000005
2015-08-12,1905.21,291566.76,5477.86
2015-08-13,1894.29,291922.12,5466.34
2015-08-14,1896.24,291525.36,5464.969999999999
2015-08-15,1952.8899999999999,297025.14,5471.71
2015-08-16,2205.13,331411.27,5470.01
2015-08-17,2152.33,326059.12,5532.97
2015-08-18,2165.68,325972.14999999997,5339.54
2015-08-19,2172.6800000000003,327155.67,5855.6
2015-08-20,2190.07,328836.08,5748.81
2015-08-21,2187.13,329432.47,5576.570000000001
2015-08-22,2182.96,326190.12,5497.01
2015-08-23,2154.55,320252.58,5614.76
2015-08-24,2149.09,321561.6,5558.67
2015-08-25,2145.2000000000003,319934,5531.55
2015-08-26,1281.93,195143.77,3306.81
2015-08-27,0,0,0
2015-08-28,0,0,0
2015-08-29,0,0,0
2015-08-30,0,0,0
2015-08-31,1191.65,206245.32,3361.12
2015-09-01,2093.43,336896.9,5599.1900000000005
2015-09-02,2098.43,322050.24,5600.09
2015-09-03,1964.8899999999999,310557.13,5361.09
2015-09-04,1937.68,300620,5817.69
2015-09-05,2275.62,344230.71,7088.8
2015-09-06,2265.39,340054.52,6267.96
2015-09-07,2267.63,339551.29000000004,6426.09
2015-09-08,2261.66,339079.2,6387.51
2015-09-09,2262.59,338170.18,6363.62
2015-09-10,2241.34,335043.64,6419.450000000001
2015-09-11,2199.68,330963.6,6362.5
2015-09-12,2287.35,339205.75,6461.57
2015-09-13,2286.0299999999997,338352.12,6450.26
2015-09-14,2252.24,337861.61,6403.88
2015-09-15,2323.4,344281.60000000003,6452.18
2015-09-16,2346.4700000000003,346112.83999999997,6425.38
2015-09-17,2404.35,357134.95,6511.01
2015-09-18,2579.85,377440.14999999997,6260.7300000000005
2015-09-19,2418.11,352846.16,5866.18
2015-09-20,1936.12,290912.31,5006.24
2015-09-21,1934.31,291526.71,5005.96
2015-09-22,1467.2,229298.34,3258.25
2015-09-23,1943.85,293116.74,5328.4400000000005
2015-09-24,1913.0900000000001,288351.16,5465.55
2015-09-25,1869.8000000000002,285335.71,5667.85
2015-09-26,1874.5500000000002,283173.08,5647.35
2015-09-27,1850.7,283149.3,5639.97
2015-09-28,1843.8,280387.26,5611.79
2015-09-29,1838.1499999999999,280171,5341.39
2015-09-30,1859.42,282314.28,5244.29
2015-10-01,1888.77,287294,5438.3
2015-10-02,1928.71,292896.74,5694.45
2015-10-03,1966.4299999999998,299483.39,5928.32
2015-10-04,1958.08,296365.20999999996,5831.32
2015-10-05,1946.06,296633.1,5899.05
2015-10-06,1935.9,295697.48,5890.04
2015-10-07,1942.06,294633.62,5855.39
2015-10-08,1915.5700000000002,292875.73,5848.48
2015-10-09,1994.49,301443,5914.96
2015-10-10,1990.47,301396.77,5956.43
2015-10-11,1996.22,302090.88,5948.070000000001
2015-10-12,1973.0500000000002,300735.57,5957.48
2015-10-13,1723.8,265403.48,5518.02
2015-10-14,1989.3600000000001,299132.67,6248.22
2015-10-15,2032.04,310652.16000000003,7589.77
2015-10-16,2139.73,322913.46,7480.0199999999995
2015-10-17,2113.94,317354.16,6966.97
2015-10-18,2116.05,314912.78,6777.929999999999
2015-10-19,2130.14,319793.39999999997,6830.6500000000005
2015-10-20,2128.73,319213.63,6606.2
2015-10-21,2102.85,315351.39999999997,6611.49
2015-10-22,2111.5099999999998,315907.02,6318.13
2015-10-23,2089.52,314461.45999999996,6507.7699999999995
2015-10-24,2101.31,318330.56,6931.34
2015-10-25,2237.96,334499.43,7012.9
2015-10-26,1094.57,179480.56,5501.32
2015-10-27,1108.53,181303.09999999998,5521.5199999999995
2015-10-28,1149,184618.91,5723.5
2015-10-29,1557.73,240003.8,5773.73
2015-10-30,1533.8,240328.75,5698.47
2015-10-31,784.52,134708.47999999998,5425.74
2015-11-01,791.96,133930.84000000003,5207.5
2015-11-02,741.28,124827.26,4112.34
2015-11-03,1621.86,251439.16,5146.74
2015-11-04,2266.96,343775,6315.62
2015-11-05,2305.17,345873.79,6149.3
2015-11-06,2077.43,317600.77999999997,6565.62
2015-11-07,2025.01,311228.86,6535.15
2015-11-08,2099.7,322870,6723.74
2015-11-09,2059.62,316382.52999999997,6812.51
2015-11-10,2040.5600000000002,315230.21,6888.11
2015-11-11,2148.35,326149.51999999996,7087.379999999999
2015-11-12,2114.0299999999997,322430.81,7102.83
2015-11-13,2099.15,320860,7030.63
2015-11-14,2144.06,328225.11,7124.7
2015-11-15,2155.14,324777.54000000004,7546.05
2015-11-16,2153.98,325152.7,7100.4
2015-11-17,2140.98,323118,6867.86
2015-11-18,2048.18,317247.16,7197.7300000000005
2015-11-19,1997.8300000000002,308614.07,7584.98
2015-11-20,2128.16,328328.14,7788.79
2015-11-21,2205.41,339117.24,7908.57
2015-11-22,2174.96,333127.85,7595.65
2015-11-23,2165.82,329548.35000000003,7614.33
2015-11-24,2146.64,325252.02,7214.25
2015-11-25,2134.44,324336.44,7158.47
2015-11-26,2103.21,320451.55000000005,7092.22
2015-11-27,2111.25,319181.62,7049.42
2015-11-28,2103.12,322576.27,6969.41
2015-11-29,2090.93,318784.31,6902.59
2015-11-30,2074.14,315677.96,6812.08
2015-12-01,2045.16,312983,6740.02
2015-12-02,2069,314260.64,6729.98
2015-12-03,2077.23,316761.18,6768.4000000000005
2015-12-04,2066.8199999999997,329304.44,6987.55
2015-12-05,2105.26,324630.2,7088.200000000001
2015-12-06,2102.4900000000002,323386.87,7241.7699999999995
2015-12-07,2123.82,327557.07,7352.75
2015-12-08,2161.87,333051.04000000004,7425.4800000000005
2015-12-09,1535.15,239344.94,5491.92
2015-12-10,2030.0900000000001,305599.71,6725.97
2015-12-11,2015.04,306861.44,6756.62
2015-12-12,2021.98,306650.3,6743.33
2015-12-13,2012.23,304534.68,6642.36
2015-12-14,1995.31,302797.89,6650.28
2015-12-15,1983.9199999999998,300341.69,6817.68
2015-12-16,1957.17,298098.99,6760.83
2015-12-17,1950.1699999999998,295249.04000000004,6722.44
2015-12-18,1920.69,292193,6728.96
2015-12-19,1906.21,289512.52,6621.7300000000005
2015-12-20,1878.13,286721.96,6583.19
2015-12-21,1868.6200000000001,284245.17000000004,6541.59
2015-12-22,1848.2299999999998,281622.49,6510.45
2015-12-23,1844.5100000000002,282422.73,6547.15
2015-12-24,1827.85,280996.07,6495.27
2015-12-25,1821.47,278041.59,6435.75
2015-12-26,1805.3999999999999,277524.94,6451.34
2015-12-27,1764.92,275963.72,6319.42
2015-12-28,1782.35,274766.05,6363.47
2015-12-29,1770.07,273769.1,6333.07
2015-12-30,1769.3200000000002,273006.5,6291.71
2015-12-31,1755.9399999999998,271569.05,6296.84
2016-01-01,1749.6499999999999,269260.63,6273.889999999999
2016-01-02,1712.79,265907,6209.44
2016-01-03,1222.89,189080.65,4367.33
2016-01-04,1315.72,213466.29,5744.13
2016-01-05,1576.01,254573.47,7426.139999999999
2016-01-06,1616.04,263089.42000000004,8551.460000000001
2016-01-07,1694.16,274147.27,8001.3099999999995
2016-01-08,1734.99,277718.26,7819.68
2016-01-09,1751.37,280486.17,7672.21
2016-01-10,1738.0100000000002,278667,7567.75
2016-01-11,1736.61,277420.57,7524.66
2016-01-12,1730.54,275870.11,7614.66
2016-01-13,1635.74,260860.08000000002,7433.25
2016-01-14,1847.29,284926.43,7969.27
2016-01-15,1787.77,278354.73,8195.26
2016-01-16,1778.34,276010.97,7812.97
2016-01-17,1759.96,273109.82,7556.69
2016-01-18,1748.58,272231.8,7845.04
2016-01-19,1762.54,273571.1,7961.33
2016-01-20,1503.5,243884.87,6738.24
2016-01-21,1718.18,266866.26999999996,7292.42
2016-01-22,1621.37,255603.34,6870.89
2016-01-23,1672.48,260024.69999999998,7086.18
2016-01-24,1692.46,261925.90000000002,7068.8
2016-01-25,1692.1200000000001,224830,6111.35
2016-01-26,1511.6100000000001,239964.56,6479.54
2016-01-27,1719.9299999999998,265418.15,7025.94
2016-01-28,1641.04,256581.75,6932.0599999999995
2016-01-29,1648.8400000000001,256196.77,6926.01
2016-01-30,1640.15,254538.4,6892.780000000001
2016-01-31,1616.23,251062.21000000002,6812.75
2016-02-01,1600.49,250068.33,6818.06
2016-02-02,1601.24,248625.48,6775.82
2016-02-03,1573.92,246827.53,6691.76
2016-02-04,1347.25,212229,5893.24
2016-02-05,1584.5,249853.06,6800.97
2016-02-06,1650.18,255747.82,7008.8
2016-02-07,1601.12,253953.36000000002,7744.4
2016-02-08,1618.5,257138.22,7768.38
2016-02-09,1672.01,267008.15,7805.73
2016-02-10,1741.29,270044.41000000003,7739.37
2016-02-11,1764.96,274831.57,7587.63
2016-02-12,1777.6599999999999,275545.22,7462.37
2016-02-13,1719.77,267479.93,7305.28
2016-02-14,1694.53,265718.94,7141.76
2016-02-15,1688.58,263531.9,7115.0599999999995
2016-02-16,1670.36,261900.78000000003,7087.79
2016-02-17,1665.3600000000001,259779.33000000002,7011.15
2016-02-18,1635.03,257086,6975.58
2016-02-19,1654.33,260138,7011.51
2016-02-20,1710.48,265783.92,7143.86
2016-02-21,1631.3,259316.16999999998,7201.79
2016-02-22,1664.6000000000001,267074.27999999997,7419.97
2016-02-23,1662.89,265969.83999999997,7491.43
2016-02-24,1681.47,267723.18,7605.139999999999
2016-02-25,1721.29,272646.06,7768.77
2016-02-26,1528.2,246936.37000000002,7299.39
2016-02-27,1494.01,241964,7263.23
2016-02-28,1512.21,242633.69,7284.639999999999
2016-02-29,1500.29,241074.46999999997,7835.67
2016-03-01,1524.27,240078.25999999998,7503.62
2016-03-02,1502.36,237067.78,7488.32
2016-03-03,1486.52,236118.16,7451.120000000001
2016-03-04,1475.36,233994.49,7388.9800000000005
2016-03-05,1454.8,231588.49,7400.44
2016-03-06,1452.48,230315.66,7384.2300000000005
2016-03-07,1437.38,228753.52,7333.88
2016-03-08,1421.04,227117.57,7281.79
2016-03-09,1402.6100000000001,224588.14,7240.2
2016-03-10,1401.98,222343,7212.610000000001
2016-03-11,1384.05,220962.93,7168.07
2016-03-12,1331.69,212735.85,6299.02
2016-03-13,1331.42,216352.52,7156.95
2016-03-14,1369.6299999999999,219072.59,7311.58
2016-03-15,1358.06,217790.66,7287.4
2016-03-16,1263.17,204101.72,7109.29
2016-03-17,1354.54,217767.76,7570.389999999999
2016-03-18,1323.3999999999999,216172.88,8039.58
2016-03-19,1337,219692.86000000002,8203.199999999999
2016-03-20,1363.4499999999998,221430.09,8110.42
2016-03-21,1376.68,224963.06,8087.17
2016-03-22,1417.27,228995.41,8098.46
2016-03-23,1463.04,234885,8104.07
2016-03-24,1397.53,226635.69,8009.87
2016-03-25,1334.11,217511.95,7865.43
2016-03-26,1330.3999999999999,218705,7746.9400000000005
2016-03-27,1266.06,210486,7368.1
2016-03-28,1311.86,217163,7634.87
2016-03-29,1323.08,216770.31,7688.49
2016-03-30,1316.59,215668.66,7632.26
2016-03-31,1290.6100000000001,210437.91,7532.59
2016-04-01,1285.24,208998.58,7471.67
2016-04-02,1255.68,206749.18,7440.8
2016-04-03,1257.42,205746.49,7415.09
2016-04-04,1260.35,204751,7865.3
2016-04-05,1292.22,211679.78,7563.73
2016-04-06,1009.4799999999999,169855.73,6152.75
2016-04-07,1223.6299999999999,197188.5,7052.93
2016-04-08,1119.8799999999999,184775.27,7163.72
2016-04-09,1091.88,179985.8,7085.91
2016-04-10,1085.8400000000001,177207.11,7012.41
2016-04-11,1061.35,176800.88999999998,6992.57
2016-04-12,1074.22,178640.5,6972.76
2016-04-13,1072.29,177629.86,6911.71
2016-04-14,1083.62,176951.62,6858.57
2016-04-15,1053.19,175223.66,6844.35
2016-04-16,549.53,106785.62,4835.44
2016-04-17,545.85,102099.23,4782.09
2016-04-18,627.71,112080.95999999999,5624.43
2016-04-19,854.24,140395.18,7495.54
2016-04-20,708.36,121683.5,6237.320000000001
2016-04-21,919.6600000000001,144277.99,4955.24
2016-04-22,825.33,124207.81,4220.1
2016-04-23,909.23,146247.33,5128
2016-04-24,1275.57,205975.38999999998,7485.64
2016-04-25,1308.43,209959.43,7305.29
2016-04-26,1331.43,213153.63,7093.219999999999
2016-04-27,1312.67,211616.50999999998,6974.32
2016-04-28,1326.87,208678.8,6905.5
2016-04-29,1294.93,204620.96,6855.82
2016-04-30,1293.94,203888.74,6800.44
2016-05-01,1209.23,195043.05000000002,6670.42
2016-05-02,1164.0900000000001,187731.6,6590.860000000001
2016-05-03,1173.18,187916.36,6643.25
2016-05-04,1270.97,202566,6752.18
2016-05-05,1318.25,208127.72,6939.629999999999
2016-05-06,1352.4199999999998,212400,6862.24
2016-05-07,1346.55,213274.14,6849.37
2016-05-08,1342.3,211628.87,6823.76
2016-05-09,1324.96,209473,6871.540000000001
2016-05-10,1309.31,207114,9106.25
2016-05-11,1304.98,206929.89,6678.5599999999995
2016-05-12,1294.12,205651.35,6677.67
2016-05-13,1284.97,204100.66999999998,6679.66
2016-05-14,1273.61,202628.09,6644.34
2016-05-15,1128.92,182102,5323.04
2016-05-16,1284.21,148060.1,6755.86
2016-05-17,1262.49,202184,6614.71
2016-05-18,1255.6200000000001,201769.26,6586.63
2016-05-19,1243.94,200419.7,6564.66
2016-05-20,1242.16,197525.07,6554.12
2016-05-21,1224.57,194309.44,6633.18
2016-05-22,1230.15,195915.06,6753.6
2016-05-23,1235.3,196913.41,6768.71
2016-05-24,1243.84,198182.8,6755.5
2016-05-25,1249.03,198231.61000000002,6720.84
2016-05-26,1249.31,198331.41,6673.89
2016-05-27,1237.42,196984.7,6664.67
2016-05-28,1241.68,197796.25,6710.05
2016-05-29,1229.77,197080.22,6721.2300000000005
2016-05-30,1225.79,194407.64,6676.96
2016-05-31,1277.11,203157,6695.21
2016-06-01,1276.54,200577.15,6658.1500000000005
2016-06-02,1266.47,202048.09,6711.9800000000005
2016-06-03,1161.25,186393.62,6550.44
2016-06-04,1083.69,178067.3,6480.41
2016-06-05,1089.61,177763.85,6500.64
2016-06-06,1091.26,177205.53,6523.11
2016-06-07,1094.89,178328.94,6558.31
2016-06-08,974.28,159026.36000000002,5467.83
2016-06-09,1079.27,175294.73,6524.8099999999995
2016-06-10,1174.37,193041,6981.71
2016-06-11,1181.6100000000001,191147.56,6945.96
2016-06-12,1112.74,179233.31,6214.57
2016-06-13,1179.6299999999999,191371.04,6918.72
2016-06-14,1183.8400000000001,190622.1,6829.070000000001
2016-06-15,1221.06,196992.7,6946.92
2016-06-16,1230.84,198048.1,6992.59
2016-06-17,1247.05,198688.71000000002,6911.08
2016-06-18,1248.78,199804.61,6894.780000000001
2016-06-19,1250.01,199475.8,6922.57
2016-06-20,1252.72,199535.06,6908.7300000000005
2016-06-21,1248.9,199315,6941.48
2016-06-22,1246.1200000000001,199343.34,6943.15
2016-06-23,1210.54,194196.38,6977.64
2016-06-24,1234.82,197105.53,6880.549999999999
2016-06-25,1225.23,196322.36,6882.7699999999995
2016-06-26,1228.48,197106.12,6888.01
2016-06-27,1211.24,194293.8,6869.59
2016-06-28,1220.74,196314.38,6863.05
2016-06-29,1222.03,196456.96,6877.29
2016-06-30,1211.33,195741.97999999998,6890.04
2016-07-01,1228.3799999999999,195436.62,6875.58
2016-07-02,1212.77,195386.49,6905.19
2016-07-03,1222.97,194262.05,6870.8499999999995
2016-07-04,1202.08,194191.28,6901.61
2016-07-05,1216.53,194449.59999999998,6865.19
2016-07-06,1139.14,187928.24,6857.77
2016-07-07,1070.19,175642,6923.7
2016-07-08,1066.03,175911.07,6935.75
2016-07-09,1055.37,172441.14,5138.86
2016-07-10,1126.92,186399.71,6883.2699999999995
2016-07-11,1083.43,178965.17,6600.34
2016-07-12,1131.7,184339.65999999997,6804.3099999999995
2016-07-13,1000.1,154697.12,5053.03
2016-07-14,730.36,116869.20999999999,2739.33
2016-07-15,851.02,136236.78,3062.96
2016-07-16,887.04,141921.24,3280.56
2016-07-17,755.02,120885.78,1977.1299999999999
2016-07-18,909.04,145502.96,3263.55
2016-07-19,967.47,154805.96,4209.7300000000005
2016-07-20,978.24,156461.02,3897.7599999999998
2016-07-21,960.05,153618.9,3699.95
2016-07-22,914,146246.37,3688.4
2016-07-23,915.05,146399.73,3736.0499999999997
2016-07-24,942.48,150793,3776.32
2016-07-25,936.03,149751.45,3442.0699999999997
2016-07-26,924.0799999999999,147812.87,3334.19
2016-07-27,906.64,145063,3610.5699999999997
2016-07-28,918.91,147025.22,3754.15
2016-07-29,929.98,145930.49,3800.42
2016-07-30,947.55,150142.27000000002,3888.99
2016-07-31,930.8499999999999,144373.47,3765.73
2016-08-01,956.05,145310.91,3657.01
2016-08-02,930.3,151956.63,3553.9700000000003
2016-08-03,896.72,136093.92,4879.43
2016-08-04,859.1700000000001,152364.16,4053.56
2016-08-05,881.0500000000001,141294.84,3692.1499999999996
2016-08-06,858.74,136850.27000000002,3468.15
2016-08-07,867.89,146742.62,3480.16
2016-08-08,865.6600000000001,138714.82,3481.83
2016-08-09,811.38,132483.27,3321.63
2016-08-10,854.2,139295.9,3426.19
2016-08-11,870.86,137913.41,3439.65
2016-08-12,873.85,138363.48,4018.88
2016-08-13,770.68,122592.47,3265.63
2016-08-14,797.4200000000001,124554.34,3505.58
2016-08-15,819.84,128475.07999999999,3468.6
2016-08-16,840.92,132726.5,3025.87
2016-08-17,833.01,128710.5,2894.9
2016-08-18,850.46,132263.8,2878.48
2016-08-19,858.87,134218.33000000002,2854.58
2016-08-20,829.81,131334.82,2878.1800000000003
2016-08-21,862.54,134902.97999999998,2892.9
2016-08-22,865.67,135062.08000000002,2871.3900000000003
2016-08-23,882.88,137882.03,2857.6
2016-08-24,879.34,136808.72,2898.46
2016-08-25,880.7,138454,2900.1600000000003
2016-08-26,838.01,133734.16,2868.11
2016-08-27,539.67,92616.6,2792.56
2016-08-28,529.67,90425.91,2816.09
2016-08-29,500.07,89285.55,2955.18
2016-08-30,507.33,84910.09,3002.12
2016-08-31,541.9,84865.58,2972.19
2016-09-01,525.86,87749.66,2904.69
2016-09-02,498.15,86616,2880.41
2016-09-03,518.27,87383.85,2842.34
2016-09-04,523.42,87504.87,2874.58
2016-09-05,514.41,87798.79,2818.44
2016-09-06,518.66,88650.38,2807.45
2016-09-07,523.9,88563.48,2803.28
2016-09-08,526.56,89379.12,2805.26
2016-09-09,528.35,89482,2806.79
2016-09-10,530.82,90470.31,2732.78
2016-09-11,533.14,90540.97,3001.22
2016-09-12,536.77,90810.01,2963.62
2016-09-13,543.81,88042.16,3036.83
2016-09-14,541.88,90188.97,2963.49
2016-09-15,534.87,91890.07,2838.87
2016-09-16,530.27,91579.73,2802.75
2016-09-17,180.04,32165.98,896.59
2016-09-18,0,0,0
2016-09-19,0,0,0
2016-09-20,0,0,0
2016-09-21,0,0,0
2016-09-22,0,0,0
2016-09-23,0,0,0
2016-09-24,0,0,0
2016-09-25,0,0,0
2016-09-26,0,0,0
2016-09-27,0,0,0
2016-09-28,0,0,0
2016-09-29,0,0,0
2016-09-30,0,0,0
2016-10-01,0,0,0
2016-10-02,0,0,0
2016-10-03,0,0,0
2016-10-04,0,0,0
2016-10-05,0,0,0
2016-10-06,0,0,0
2016-10-07,0,0,0
2016-11-01,0,0,0
2016-12-01,0,0,0
